"Número de pedido";"Fecha de creación";"Gestion";"Estado";"Fulfillment Status";"Tracking status";"Delivery Tracking ID";"Delivery Transaction ID";"Originating Channel";"Origin Store Location: Name"
"229511561";"11/04/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323808010";"000229511561001";"E-Commerce";"Community"
"229191912";"27/09/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323793760";"000229191912001";"E-Commerce";"Community"
"230601760";"17/07/2020";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323761200";"000230601760001";"Call Center";"CAT TECHNOLOGIES"
"228968500";"30/12/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323777120";"000228968500001";"Call Center";"Konecta Recambio"
"228617299";"06/10/2022";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323749610";"000228617299001";"Call Center";"Teleperformance Ventas"
"229075520";"02/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323784820";"000229075520001";"E-Commerce";"Community"
"229910730";"17/08/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323820040";"000229910730001";"E-Commerce";"Community"
"229511407";"12/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323791970";"000229511407001";"Call Center";"Teleperformance Ventas"
"229265735";"27/06/2023";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323798060";"000229265735001";"E-Commerce";"Community"
"228702825";"17/12/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323765070";"000228702825001";"E-Commerce";"Community"
"229255085";"05/10/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323797500";"000229255085001";"E-Commerce";"Community"
"228757546";"10/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323751020";"000228757546001";"Call Center";"CAT TECHNOLOGIES"
"228726651";"10/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323750350";"000228726651001";"Call Center";"Teleperformance Ventas"
"229256328";"11/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000998997720";"000229256328001";"Call Center";"Teleperformance Ventas"
"229481525";"04/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323805730";"000229481525001";"E-Commerce";"Community"
"229236722";"19/05/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323796540";"000229236722001";"E-Commerce";"Community"
"230619398";"03/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323846400";"000230619398001";"E-Commerce";"Community"
"229392817";"05/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"3532000229392817001";"000229392817001";"E-Commerce";"Community"
"229292188";"03/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323799560";"000229292188001";"E-Commerce";"Community"
"228450961";"09/11/2023";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323740460";"000228450961001";"Call Center";"Teleperformance Ventas"
"229446840";"19/05/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323803430";"000229446840001";"E-Commerce";"Community"
"228862289";"17/12/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323770640";"000228862289001";"E-Commerce";"Community"
"229859186";"02/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323818840";"000229859186001";"E-Commerce";"Community"
"228626534";"21/07/2023";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323762400";"000228626534001";"E-Commerce";"Community"
"230677084";"02/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323848050";"000230677084001";"E-Commerce";"Community"
"230484716";"14/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000999000950";"000230484716001";"Call Center";"CAT TECHNOLOGIES"
"229134795";"05/10/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323785570";"000229134795001";"E-Commerce";"Community"
"228451057";"09/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323725420";"000228451057001";"Call Center";"Activo Contact Center"
"229884016";"05/10/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323819450";"000229884016001";"E-Commerce";"Community"
"228727988";"03/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323766200";"000228727988001";"E-Commerce";"Community"
"229757916";"17/07/2020";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323792380";"000229757916001";"Call Center";"Teleperformance Ventas"
"229256676";"29/09/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323797650";"000229256676001";"E-Commerce";"Community"
"229501542";"26/09/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323807320";"000229501542001";"E-Commerce";"Community"
"230147660";"17/12/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323831190";"000230147660001";"E-Commerce";"Community"
"229133363";"05/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323785590";"000229133363001";"E-Commerce";"Community"
"229512860";"17/12/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"3532000229512860001";"000229512860001";"E-Commerce";"Community"
"228529304";"04/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323745360";"000228529304001";"E-Commerce";"Community"
"229209747";"19/08/2022";"Venta";"Iniciada";"In Progress";"Factura Emitida";"3532000229209747001";"000229209747001";"E-Commerce";"Community"
"229998845";"13/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323823230";"000229998845001";"Call Center";"CAT TECHNOLOGIES"
"228529698";"24/07/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000998386380";"000228529698001";"Call Center";"Activo Contact Center"
"229255550";"11/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323790360";"000229255550001";"Call Center";"Teleperformance Ventas"
"230303472";"24/07/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323760370";"000230303472001";"Call Center";"Konecta Recambio"
"230602282";"05/07/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323849360";"000230602282001";"Call Center";"CAT TECHNOLOGIES"
"228887516";"17/08/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323771610";"000228887516001";"E-Commerce";"Community"
"229895951";"18/02/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323815610";"000229895951001";"Call Center";"Konecta Recambio"
"230618771";"14/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323849610";"000230618771001";"Call Center";"Konecta Recambio"
"229830096";"18/02/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323813990";"000229830096001";"Call Center";"Activo Contact Center"
"229538893";"05/10/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323810480";"000229538893001";"E-Commerce";"Community"
"229930781";"05/10/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000998998930";"000229930781001";"Call Center";"CAT TECHNOLOGIES"
"230774865";"17/08/2021";"Venta PortIn";"Iniciada";"In Progress";"Despachado";"G00001000085400";"000230774865001";"Call Center";"CAT TECHNOLOGIES"
"229209761";"06/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323794870";"000229209761001";"E-Commerce";"Community"
"228859275";"27/06/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323774880";"000228859275001";"Call Center";"Teleperformance Ventas"
"230051730";"24/07/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000998999630";"000230051730001";"Call Center";"CAT TECHNOLOGIES"
"230662698";"02/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323847690";"000230662698001";"E-Commerce";"Community"
"228453732";"03/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"3532000228453732001";"000228453732001";"E-Commerce";"Community"
"228861713";"03/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323770800";"000228861713001";"E-Commerce";"Community"
"230644488";"05/10/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323847180";"000230644488001";"E-Commerce";"Community"
"228969603";"02/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323780380";"000228969603001";"E-Commerce";"Community"
"229501070";"12/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323791820";"000229501070001";"Call Center";"Activo Contact Center"
"229815533";"27/06/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323813630";"000229815533001";"Call Center";"Apex Ventas"
"230003636";"13/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323759740";"000230003636001";"Call Center";"CCT Rosario"
"228833105";"11/04/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323769370";"000228833105001";"E-Commerce";"Community"
"229789469";"13/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323812970";"000229789469001";"Call Center";"Konecta Recambio"
"228957169";"06/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323779740";"000228957169001";"E-Commerce";"Community"
"229318779";"05/10/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323801040";"000229318779001";"E-Commerce";"Community"
"228392713";"09/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323723960";"000228392713001";"Call Center";"CAT TECHNOLOGIES"
"228846420";"02/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323770140";"000228846420001";"E-Commerce";"Community"
"230601683";"01/11/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323842600";"000230601683001";"Call Center";"Konecta Recambio"
"228451642";"30/01/2023";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323740430";"000228451642001";"Call Center";"Teleperformance Ventas"
"230150569";"05/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323831240";"000230150569001";"E-Commerce";"Community"
"229857734";"18/02/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323814740";"000229857734001";"Call Center";"Teleperformance Ventas"
"229291043";"03/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323799440";"000229291043001";"E-Commerce";"Community"
"229511463";"26/03/2022";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323808000";"000229511463001";"E-Commerce";"Community"
"229872736";"13/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323815240";"000229872736001";"Call Center";"Teleperformance Ventas"
"230051671";"26/09/2020";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323824200";"000230051671001";"Call Center";"Apex Ventas"
"229522811";"26/09/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323808880";"000229522811001";"E-Commerce";"Community"
"228394121";"09/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323723990";"000228394121001";"Call Center";"Teleperformance Ventas"
"229909263";"02/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323820100";"000229909263001";"Call Center";"Teleperformance Ventas"
"230052178";"16/12/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323828830";"000230052178001";"E-Commerce";"Community"
"229193398";"11/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323789650";"000229193398001";"Call Center";"Teleperformance Ventas"
"229772654";"13/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323792740";"000229772654001";"Call Center";"CAT TECHNOLOGIES"
"228659324";"30/01/2023";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323764720";"000228659324001";"E-Commerce";"Community"
"230424825";"14/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323838990";"000230424825001";"Call Center";"Konecta Recambio"
"228886565";"05/10/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323771560";"000228886565001";"E-Commerce";"Community"
"229550040";"17/08/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323811620";"000229550040001";"E-Commerce";"Community"
"229235996";"16/12/2020";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323790170";"000229235996001";"Call Center";"CAT TECHNOLOGIES"
"230051728";"09/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323824260";"000230051728001";"Call Center";"Activo Contact Center"
"229151033";"11/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323789030";"000229151033001";"Call Center";"Teleperformance Ventas"
"229290478";"02/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323799590";"000229290478001";"Call Center";"Teleperformance Ventas"
"229151183";"26/09/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323786250";"000229151183001";"E-Commerce";"Community"
"229036947";"15/07/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323784130";"000229036947001";"E-Commerce";"Community"
"228859471";"04/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323770680";"000228859471001";"Call Center";"Teleperformance Ventas"
"229290934";"11/04/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323799430";"000229290934001";"E-Commerce";"Community"
"228832870";"18/02/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323773630";"000228832870001";"Call Center";"Teleperformance Ventas"
"228727551";"04/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"3532000228727551001";"000228727551001";"Call Center";"Konecta Recambio"
"229152236";"05/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323786290";"000229152236001";"E-Commerce";"Community"
"230662171";"14/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323849960";"000230662171001";"Call Center";"CAT TECHNOLOGIES"
"229962273";"18/12/2020";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323817090";"000229962273001";"Call Center";"Activo Contact Center"
"228757102";"03/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323767100";"000228757102001";"E-Commerce";"Community"
"230426565";"12/04/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000999000680";"000230426565001";"Call Center";"CAT TECHNOLOGIES"
"230244185";"05/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323831730";"000230244185001";"Call Center";"Teleperformance Ventas"
"230306331";"11/04/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323832510";"000230306331001";"E-Commerce";"Community"
"228884714";"22/03/2022";"Venta";"Iniciada";"In Progress";"Factura Emitida";"3532000228884714001";"000228884714001";"Call Center";"Konecta Recambio"
"229962603";"13/07/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323821370";"000229962603001";"E-Commerce";"Community"
"229448100";"05/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323803530";"000229448100001";"E-Commerce";"Community"
"229132226";"28/09/2020";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323788740";"000229132226001";"Call Center";"Konecta Recambio"
"228973285";"09/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323757980";"000228973285001";"Call Center";"Teleperformance Ventas"
"229036938";"26/06/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323784120";"000229036938001";"E-Commerce";"Community"
"228904309";"27/06/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323775650";"000228904309001";"Call Center";"CAT TECHNOLOGIES"
"229910169";"07/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323816070";"000229910169001";"Call Center";"Konecta Recambio"
"229896932";"05/11/2020";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323815650";"000229896932001";"Call Center";"Konecta Recambio"
"228321937";"11/04/2022";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323734560";"000228321937001";"Call Center";"Teleperformance Ventas"
"228337161";"09/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323722670";"000228337161001";"Call Center";"Konecta Recambio"
"228845097";"11/04/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"3532000228845097001";"000228845097001";"E-Commerce";"Community"
"230053126";"17/08/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323828670";"000230053126001";"E-Commerce";"Community"
"228346182";"10/01/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000998385720";"000228346182001";"Call Center";"CAT TECHNOLOGIES"
"228846468";"26/09/2020";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323774100";"000228846468001";"Call Center";"Konecta Recambio"
"229443554";"28/09/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323803310";"000229443554001";"E-Commerce";"Community"
"230606712";"20/05/2020";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323842730";"000230606712001";"Call Center";"Konecta Recambio"
"229191852";"06/03/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323789660";"000229191852001";"Call Center";"Teleperformance Ventas"
"228831359";"05/04/2022";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323769270";"000228831359001";"E-Commerce";"Community"
"228950315";"20/05/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323779490";"000228950315001";"E-Commerce";"Community"
"229191850";"06/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323793750";"000229191850001";"E-Commerce";"Community"
"230329209";"05/10/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323833290";"000230329209001";"Call Center";"Teleperformance Ventas"
"228846453";"25/10/2022";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323770220";"000228846453001";"Call Center";"Teleperformance Ventas"
"229256122";"04/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323797560";"000229256122001";"E-Commerce";"Community"
"230619259";"03/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323846390";"000230619259001";"E-Commerce";"Community"
"230378310";"14/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323837850";"000230378310001";"Call Center";"Konecta Recambio"
"229776631";"02/11/2020";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000998998190";"000229776631001";"Call Center";"Activo Contact Center"
"229501459";"03/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323807310";"000229501459001";"E-Commerce";"Community"
"228829787";"16/12/2020";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000998387160";"000228829787001";"Call Center";"Konecta Recambio"
"230605523";"22/05/2020";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323842650";"000230605523001";"Call Center";"Konecta Recambio"
"229826700";"13/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323759100";"000229826700001";"Call Center";"Teleperformance Ventas"
"228643388";"11/04/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323764180";"000228643388001";"E-Commerce";"Community"
"230271872";"12/04/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323826010";"000230271872001";"Call Center";"CAT TECHNOLOGIES"
"229254284";"11/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000998997710";"000229254284001";"Call Center";"CAT TECHNOLOGIES"
"229038305";"17/12/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323784180";"000229038305001";"E-Commerce";"Community"
"229846579";"05/10/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323814410";"000229846579001";"Call Center";"Teleperformance Ventas"
"230604376";"05/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323845920";"000230604376001";"E-Commerce";"Community"
"229152271";"30/12/2020";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323789040";"000229152271001";"Call Center";"Activo Contact Center"
"230664156";"27/09/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323847710";"000230664156001";"E-Commerce";"Community"
"229826525";"13/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323814040";"000229826525001";"Call Center";"CCT Rosario"
"229821016";"13/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323813930";"000229821016001";"Call Center";"Activo Contact Center"
"230405617";"27/06/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323838400";"000230405617001";"Call Center";"Konecta Recambio"
"230285880";"29/12/2022";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323832190";"000230285880001";"E-Commerce";"Community"
"228844628";"10/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323774070";"000228844628001";"Call Center";"Activo Contact Center"
"228470251";"18/02/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323741410";"000228470251001";"Call Center";"Konecta Recambio"
"229012947";"18/02/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323782680";"000229012947001";"E-Commerce";"Community"
"230304187";"12/04/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323832480";"000230304187001";"E-Commerce";"Community"
"229746786";"18/01/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323811850";"000229746786001";"E-Commerce";"Community"
"230526070";"27/06/2023";"Venta";"Iniciada";"In Progress";"Factura Emitida";"3532000230526070001";"000230526070001";"Call Center";"Konecta Recambio"
"229871706";"03/11/2022";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323819060";"000229871706001";"Call Center";"Konecta Recambio"
"230602911";"05/11/2020";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323761210";"000230602911001";"Call Center";"Activo Contact Center"
"229038252";"03/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323784170";"000229038252001";"E-Commerce";"Community"
"230580613";"11/04/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323845050";"000230580613001";"E-Commerce";"Community"
"230323881";"05/10/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323832910";"000230323881001";"Call Center";"Konecta Recambio"
"228642873";"12/04/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323764130";"000228642873001";"E-Commerce";"Community"
"229015492";"11/04/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323782780";"000229015492001";"E-Commerce";"Community"
"230580403";"28/09/2020";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323842040";"000230580403001";"Call Center";"CAT TECHNOLOGIES"
"229306347";"11/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323790910";"000229306347001";"Call Center";"Activo Contact Center"
"229290049";"01/04/2023";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323799670";"000229290049001";"Call Center";"Teleperformance Ventas"
"230304108";"04/05/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323826370";"000230304108001";"Call Center";"Teleperformance Ventas"
"230526285";"26/01/2022";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000999001130";"000230526285001";"Call Center";"Teleperformance Ventas"
"229075674";"17/08/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323784860";"000229075674001";"E-Commerce";"Community"
"230051889";"28/09/2020";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323824190";"000230051889001";"Call Center";"CAT TECHNOLOGIES"
"230404108";"28/12/2022";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323838410";"000230404108001";"Call Center";"Activo Contact Center"
"228806208";"02/08/2023";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323768600";"000228806208001";"E-Commerce";"Community"
"230421515";"16/12/2020";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323838960";"000230421515001";"Call Center";"Konecta Recambio"
"228834335";"05/10/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323769460";"000228834335001";"E-Commerce";"Community"
"229264949";"11/04/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323798020";"000229264949001";"E-Commerce";"Community"
"229790606";"31/10/2023";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323812660";"000229790606001";"E-Commerce";"Community"
"230355416";"05/10/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323833610";"000230355416001";"E-Commerce";"Community"
"228903401";"27/06/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323775620";"000228903401001";"Call Center";"Apex Ventas"
"230378648";"13/10/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323834000";"000230378648001";"E-Commerce";"Community"
"229778790";"18/02/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323818220";"000229778790001";"E-Commerce";"Community"
"228907292";"10/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323775870";"000228907292001";"Call Center";"Activo Contact Center"
"229480264";"12/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323791600";"000229480264001";"Call Center";"CAT TECHNOLOGIES"
"230830043";"05/11/2020";"Venta";"Iniciada";"In Progress";"Despachado";"3532000230830043001";"000230830043001";"E-Commerce";"Community"
"230620272";"15/07/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"3532000230620272001";"000230620272001";"Call Center";"Teleperformance Ventas"
"230619578";"18/02/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323846410";"000230619578001";"E-Commerce";"Community"
"229512343";"06/03/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323808050";"000229512343001";"E-Commerce";"Community"
"228277701";"28/09/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323732990";"000228277701001";"E-Commerce";"Community"
"229522784";"19/01/2022";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323792090";"000229522784001";"Call Center";"Activo Contact Center"
"228391459";"09/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323723900";"000228391459001";"Call Center";"Activo Contact Center"
"228835181";"11/04/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323769490";"000228835181001";"E-Commerce";"Community"
"229747931";"23/02/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323811860";"000229747931001";"E-Commerce";"Community"
"230001805";"02/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"3532000230001805001";"000230001805001";"E-Commerce";"Community"
"229832421";"05/10/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000998388870";"000229832421001";"Call Center";"Teleperformance Ventas"
"229290952";"29/09/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323799770";"000229290952001";"Call Center";"Teleperformance Ventas"
"229135931";"10/06/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323788830";"000229135931001";"Call Center";"Konecta Recambio"
"228642906";"14/02/2022";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323764140";"000228642906001";"E-Commerce";"Community"
"228531407";"29/09/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323745520";"000228531407001";"E-Commerce";"Community"
"230329881";"11/04/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323832920";"000230329881001";"E-Commerce";"Community"
"229759021";"05/10/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323812010";"000229759021001";"Call Center";"Konecta Recambio"
"229828995";"28/09/2022";"Venta";"Iniciada";"In Progress";"Factura Emitida";"3532000229828995001";"000229828995001";"E-Commerce";"Community"
"228616184";"31/10/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323558550";"000228616184001";"Call Center";"Activo Contact Center"
"229208165";"05/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323794770";"000229208165001";"E-Commerce";"Community"
"228615624";"02/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323756280";"000228615624001";"E-Commerce";"Community"
"229292212";"02/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323799570";"000229292212001";"E-Commerce";"Community"
"229845802";"17/08/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323818690";"000229845802001";"E-Commerce";"Community"
"228569212";"02/08/2022";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323558440";"000228569212001";"Call Center";"CCT Rosario"
